year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,read_test_pct_prof_midpt,math_test_pct_prof_midpt,title_i_status,enrollment,direct_certification,meps_poverty_pct,meps_poverty_se,meps_poverty_ptl,meps_mod_poverty_pct,meps_mod_poverty_ptl
2017,2.51E+11,East Taunton Elementary,MA,Taunton,Primary,Regular school,No,51,55,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,618,239,12.773186,1.547122,38,15.54863,51
2017,2.51E+11,Eastford Road,MA,Southbridge,Primary,Regular school,No,,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,393,307,29.210896,2.067241,88,26.398611,79
2017,2.50E+11,Eastham Elementary,MA,Eastham,Primary,Regular school,No,77,67,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,172,45,8.747485,1.431381,24,7.1,23
2017,2.50E+11,Easthampton High,MA,Easthampton,High,Regular school,No,92,72,School is not eligible for either Title I Targeted Assistance or Schoolwide program,466,128,8.337417,1.410696,23,6.896512,22
2017,2.50E+11,Easton Middle School,MA,Easton,Middle,Regular school,No,62,69,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,884,111,4.830695,1.47747,11,3.879843,11
2017,2.50E+11,Eddy Elementary,MA,Brewster,Primary,Regular school,No,60,59,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,242,53,4.589228,1.684236,10,6.678715,21
2017,2.50E+11,Edgar A Hooks Elementary,MA,Chelsea,Primary,Regular school,No,41,66,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,590,415,23.825422,2.104466,73,29.632872,86
2017,2.50E+11,Edgar B Davis,MA,Brockton,Primary,Regular school,No,33,23,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,1022,608,21.73696,1.83944,67,17.632229,57
2017,2.51E+11,Edgartown Elementary,MA,Edgartown,Primary,Regular school,No,55,47,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,341,102,11.753777,1.15659,34,6.6,21
2017,2.50E+11,Edison Academy,MA,Brockton,High,Regular school,No,24.5,24.5,School is not eligible for either Title I Targeted Assistance or Schoolwide program,196,122,20.475563,1.913235,63,16.370832,53
2017,2.50E+11,Edison K-8,MA,Boston,Primary,Regular school,No,23,28,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,635,398,25.519663,1.757725,78,30.42692,88
2017,2.50E+11,Edith C Baker,MA,Brookline,Primary,Regular school,No,82,75,School is not eligible for either Title I Targeted Assistance or Schoolwide program,762,56,3.537948,1.419118,7,4.488174,14
2017,2.51E+11,Edmund Hatch Bennett,MA,Taunton,Primary,Regular school,No,42,37,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,332,107,10.523978,1.496203,30,13.29942,44
2017,2.51E+11,Edward A Sisson,MA,Lynn,Primary,Regular school,No,55,47,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,434,192,14.716042,1.611834,45,16.392262,53
2017,2.50E+11,Edward Devotion,MA,Brookline,Primary,Regular school,No,70,66,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,801,101,5.373886,1.37542,12,6.324112,20
2017,2.50E+11,Edward Everett,MA,Boston,Primary,Regular school,No,42,37,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,272,178,24.786673,1.823678,76,29.693928,86
2017,2.51E+11,Edward F. Leddy Preschool,MA,Taunton,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,338,150,,,,,
2017,2.51E+11,Edward F. Parthum,MA,Lawrence,Primary,Regular school,No,31,35,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,625,397,21.445414,1.952354,66,26.86482,81
2017,2.51E+11,Edward G. Molin Elementary School,MA,Newburyport,Primary,Regular school,No,57,45,School is not eligible for either Title I Targeted Assistance or Schoolwide program,321,33,2.863342,1.53902,5,9.469168,31
2017,2.50E+11,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,MA,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,High,Regular school,Yes,92,57,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,380,214,18.551046,3.135272,57,23.458302,73
2017,2.51E+11,Edward P. Boland School,MA,Springfield,Primary,Regular school,No,28,17,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,786,646,30.63187,2.156346,91,40.823067,98
2017,2.51E+11,Edwin A Jones Early Childhood Center,MA,Stoughton,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,103,22,,,,,
2017,2.51E+11,Egremont,MA,Pittsfield,Primary,Regular school,No,50,55,School is not eligible for either Title I Targeted Assistance or Schoolwide program,423,178,13.962403,1.584597,42,13.348248,44
2017,2.51E+11,Elbridge Gerry,MA,Marblehead,Primary,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,138,22,4.839413,1.495906,11,5.719741,18
2017,2.50E+11,ELC - West Zone,MA,Boston,Primary,Regular school,No,,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,115,55,18.638529,1.603755,58,23.545786,73
2017,2.51E+11,Eleanor N Johnson Middle,MA,Walpole,Middle,Regular school,No,61,69,School is not eligible for either Title I Targeted Assistance or Schoolwide program,448,40,3.564427,1.498769,7,3.783972,11
2017,2.51E+11,Elias Brookings,MA,Springfield,Primary,Regular school,No,27,27,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,343,282,30.641449,2.156961,91,40.832645,98
2017,2.50E+11,Eliot Elementary,MA,Boston,Primary,Regular school,No,64,63,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,635,138,11.228791,1.522553,33,16.13605,53
2017,2.51E+11,Elizabeth Carter Brooks,MA,New Bedford,Primary,Regular school,No,52,57,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,298,194,24.667826,1.817972,76,30.20994,87
2017,2.51E+11,Elizabeth G Lyons Elementary,MA,Randolph,Primary,Regular school,No,57,52,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,298,115,12.744379,1.546301,38,12.024494,40
2017,2.51E+11,Elizabeth Pole,MA,Taunton,Primary,Regular school,No,38,36,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,622,367,19.868933,1.859294,61,22.644377,70
2017,2.51E+11,Elizabeth S Brown,MA,Swansea,Primary,Regular school,No,65,56,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,274,55,6.28123,1.478161,15,8.168139,27
2017,2.51E+11,Ellen R Hathaway,MA,New Bedford,Primary,Regular school,No,37,37,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,303,220,27.287828,1.954452,83,32.829945,91
2017,2.50E+11,Ellis Mendell,MA,Boston,Primary,Regular school,No,52,47,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,267,93,14.103052,1.560705,43,19.01031,61
2017,2.51E+11,Elm Park Community,MA,Worcester,Primary,Regular school,No,26,23,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,477,372,26.494932,2.288607,81,27.92826,83
2017,2.51E+11,Elm Street School,MA,Walpole,Primary,Regular school,No,67,60,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,431,51,3.405231,1.525112,6,3.624776,10
2017,2.51E+11,Elm Street School,MA,Gardner,Primary,Regular school,No,30,27,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,552,289,17.548552,1.735866,54,17.92489,58
2017,2.51E+11,Elmer S Bagnall,MA,Pentucket,Primary,Regular school,No,50,33,School is not eligible for either Title I Targeted Assistance or Schoolwide program,505,60,6.092784,1.750973,15,7.324342,24
2017,2.51E+11,Elmwood Street,MA,Millbury,Primary,Regular school,No,47,37,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,580,169,12.115856,1.577471,36,9.223349,30
2017,2.51E+11,Elmwood,MA,Hopkinton,Primary,Regular school,No,82,79,School is not eligible for either Title I Targeted Assistance or Schoolwide program,501,18,0.529201,1.615646,1,1.652793,5
2017,2.51E+11,Elsie A Hastings Elementary,MA,Westborough,Primary,Regular school,No,72,82,School is not eligible for either Title I Targeted Assistance or Schoolwide program,500,59,6.064448,1.752172,15,6.971718,23
2017,2.51E+11,Elwyn G Campbell,MA,New Bedford,Primary,Regular school,No,47,32,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,274,151,21.180634,1.674596,66,26.722748,80
2017,2.51E+11,Emily G Wetherbee,MA,Lawrence,Primary,Regular school,No,30,37,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,700,455,23.659683,1.965565,73,29.079086,85
2017,2.51E+11,Emma L Miller Elementary School,MA,Savoy,Primary,Regular school,No,49.5,10,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,60,30,17.067318,1.609215,52,22.7,71
2017,2.50E+11,Enoch Cobb Early Learning Center,MA,Barnstable,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,135,39,,,,,
2017,2.51E+11,Ephraim Curtis Middle,MA,Sudbury,Middle,Regular school,No,75,70,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,941,48,0,1.765966,1,2.617763,7
2017,2.51E+11,Ernest F Upham,MA,Wellesley,Primary,Regular school,No,77,72,School is not eligible for either Title I Targeted Assistance or Schoolwide program,236,8,0.458355,1.618371,1,2.350993,6
2017,2.50E+11,Erving Elementary,MA,Erving,Primary,Regular school,No,42,27,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,142,42,9.939299,1.432726,28,10.1,33
2017,2.50E+11,Essex Elementary,MA,Manchester Essex Regional,Primary,Regular school,No,72,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,228,21,2.489936,1.549487,4,4.186304,12
2017,2.50E+11,Essex Technical High School,MA,Essex North Shore Agricultural and Technical School District,High,Vocational school,No,97,83,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,1382,253,5.139976,1.405308,12,5.373477,17
2017,2.50E+11,Eugene C Vining,MA,Billerica,Primary,Regular school,No,67,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,195,43,6.971708,1.47392,18,6.788938,22
2017,2.50E+11,Eugene Wright Science and Technology Academy,MA,Chelsea,Middle,Regular school,No,27,19,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,535,367,24.39072,2.175592,75,30.198172,87
2017,2.50E+11,Everett High,MA,Everett,High,Regular school,No,81,59,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1983,871,14.080843,1.569151,42,14.768067,48
2017,2.51E+11,Everett W Robinson,MA,Mansfield,Primary,Regular school,No,,,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,714,110,4.65238,1.499073,10,5.122735,16
2017,2.50E+11,Excel Academy Charter School,MA,Excel Academy Charter (District),Middle,Regular school,Yes,63,55,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,1127,519,16.666225,2.871744,51,21.57348,68
2017,2.50E+11,Excel High School,MA,Boston,High,Regular school,No,67,57,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,491,328,22.066267,2.017074,68,26.973524,81
2017,2.50E+11,Ezra H Baker Innovation School,MA,Dennis-Yarmouth,Primary,Regular school,No,32,57,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,349,160,17.94717,1.590043,55,15.23007,50
2017,2.51E+11,F A Cleveland,MA,Norwood,Primary,Regular school,No,57,57,School is not eligible for either Title I Targeted Assistance or Schoolwide program,328,66,6.298318,1.478022,15,6.193551,20
2017,2.51E+11,F A Day Middle,MA,Newton,Middle,Regular school,No,71,74,School is not eligible for either Title I Targeted Assistance or Schoolwide program,978,87,3.552956,1.499003,7,2.653234,7
2017,2.50E+11,Fairhaven High,MA,Fairhaven,High,Regular school,No,92,87,School is not eligible for either Title I Targeted Assistance or Schoolwide program,654,138,6.115197,1.400265,15,7.708908,25
2017,2.50E+11,Fairview Elementary,MA,Chicopee,Primary,Regular school,No,38,36,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,461,334,24.562641,2.154028,75,28.977467,85
2017,2.51E+11,Fall Brook,MA,Leominster,Primary,Regular school,No,58,62,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,657,239,11.971936,1.525887,35,13.647236,45
2017,2.50E+11,Fall River Gateway to College @ BCC,MA,Fall River,High,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1,,22.48425,2.045264,69,28.21295,83
2017,2.51E+11,Falls,MA,North Attleborough,Primary,Regular school,No,72,77,School is not eligible for either Title I Targeted Assistance or Schoolwide program,275,46,5.113483,1.49162,11,8.184026,27
2017,2.50E+11,Falmouth High,MA,Falmouth,High,Regular school,No,97.5,87,School is not eligible for either Title I Targeted Assistance or Schoolwide program,842,211,7.496809,1.403178,20,6.847766,22
2017,2.51E+11,Fannie E Proctor,MA,Northborough,Primary,Regular school,No,67,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,249,44,3.112793,1.671588,6,4.792365,15
2017,2.51E+11,Farmington River Elementary,MA,Farmington River Reg,Primary,Regular school,No,44.5,44.5,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,121,42,11.730952,1.450797,34,9.8,32
2017,2.51E+11,Fecteau-Leary Junior/Senior High School,MA,Lynn,High,Regular school,No,34.5,10,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,107,74,24.586433,2.189113,75,26.262653,79
2017,2.51E+11,Federal Furnace School,MA,Plymouth,Primary,Regular school,No,41,33,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,386,131,11.120433,1.507042,32,10.306621,34
2017,2.51E+11,Federal Street School,MA,Greenfield,Primary,Regular school,No,42,32,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,247,148,20.188578,1.877609,63,18.7752,60
2017,2.50E+11,Fenway High School,MA,Boston,High,Other/alternative school,No,82,67,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,364,197,17.640059,1.744052,54,22.547316,70
2017,2.51E+11,Ferryway,MA,Malden,Primary,Regular school,No,52,40,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,875,429,18.08522,1.627404,56,21.546762,68
2017,2.51E+11,Field Elementary School,MA,Weston,Primary,Regular school,No,82,78,School is not eligible for either Title I Targeted Assistance or Schoolwide program,325,18,1.208285,1.590675,2,5.147878,16
2017,2.51E+11,Fisher Hill,MA,Orange,Primary,Regular school,No,,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,279,170,20.882847,1.799647,65,19.487204,62
2017,2.51E+11,Fisher,MA,Walpole,Primary,Regular school,No,80,75,School is not eligible for either Title I Targeted Assistance or Schoolwide program,454,43,2.580976,1.54687,4,2.800521,7
2017,2.51E+11,Fiske,MA,Lexington,Primary,Regular school,No,78,81,School is not eligible for either Title I Targeted Assistance or Schoolwide program,502,22,0.804813,1.605258,2,2.638146,7
2017,2.50E+11,Fitchburg High,MA,Fitchburg,High,Regular school,No,80,62,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,1205,689,18.707224,1.805059,58,22.497038,70
2017,2.51E+11,Flagg Street,MA,Worcester,Primary,Regular school,No,60,54,School is not eligible for either Title I Targeted Assistance or Schoolwide program,409,104,8.150229,1.473146,22,9.583557,32
2017,2.50E+11,Fletcher/Maynard Academy,MA,Cambridge,Primary,Regular school,No,52,47,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,296,133,17.628565,1.584564,54,18.524078,60
2017,2.51E+11,Floral Street School,MA,Shrewsbury,Primary,Regular school,No,79,74,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,750,78,2.905094,1.537895,5,3.778456,11
2017,2.51E+11,Florence Roche School,MA,Groton-Dunstable,Primary,Regular school,No,68,63,School is not eligible for either Title I Targeted Assistance or Schoolwide program,513,46,2.40489,1.55197,4,2.584869,7
2017,2.51E+11,Florence Sawyer School,MA,Nashoba,Primary,Regular school,No,78,75,School is not eligible for either Title I Targeted Assistance or Schoolwide program,767,45,5.691382,1.723533,13,6.494884,21
2017,2.51E+11,Forest Avenue Elementary,MA,Hudson,Primary,Regular school,No,52,57,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,354,73,6.472664,1.476706,16,6.084086,19
2017,2.51E+11,Forest Grove Middle,MA,Worcester,Middle,Regular school,No,40,33,School is not eligible for either Title I Targeted Assistance or Schoolwide program,978,474,17.364151,1.747577,53,18.79748,60
2017,2.51E+11,Forest Park Middle,MA,Springfield,Middle,Regular school,No,19,24,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,712,587,29.223242,2.526774,88,39.41444,97
2017,2.51E+11,Forestdale School,MA,Sandwich,Primary,Regular school,No,,,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,632,145,9.95367,1.61969,28,12.449266,41
2017,2.51E+11,Forestdale,MA,Malden,Primary,Regular school,No,48,39,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,547,214,14.627728,1.471536,44,18.089272,58
2017,2.51E+11,Fort Meadow Early Childhood Center,MA,Westfield,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,196,91,,,,,
2017,2.50E+11,Fort River Elementary,MA,Amherst,Primary,Regular school,No,57,50,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,335,129,10.385394,1.835347,30,14.524624,48
2017,2.50E+11,Four Rivers Charter Public School,MA,Four Rivers Charter Public (District),High,Regular school,Yes,67,67,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,222,64,10.655058,2.669924,31,9.24168,30
2017,2.51E+11,Fowler School,MA,Maynard,Middle,Regular school,No,45,41,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,522,94,7.258082,1.351734,19,9.475581,31
2017,2.50E+11,Fox Hill,MA,Burlington,Primary,Regular school,No,62,57,School is not eligible for either Title I Targeted Assistance or Schoolwide program,399,34,2.249379,1.556604,4,3.709598,11
2017,2.50E+11,Foxborough High,MA,Foxborough,High,Regular school,No,95,91,School is not eligible for either Title I Targeted Assistance or Schoolwide program,806,114,3.687017,1.423565,7,1.888172,5
2017,2.50E+11,Foxborough Regional Charter School,MA,Foxborough Regional Charter (District),Other,Regular school,Yes,49,47,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,1469,316,8.625825,2.057276,24,6.826979,22
2017,2.50E+11,Framingham High School,MA,Framingham,High,Regular school,No,89,81,School is not eligible for either Title I Targeted Assistance or Schoolwide program,2177,594,8.2737,1.409975,22,10.619189,35
2017,2.51E+11,Frances Drake School,MA,Leominster,Primary,Regular school,No,51,54,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,544,274,16.854885,1.702554,52,18.530184,60
2017,2.51E+11,Francis J Kane,MA,Marlborough,Primary,Regular school,No,43,39,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,618,204,10.796495,1.50091,31,12.879245,42
2017,2.51E+11,Francis J McGrath Elementary,MA,Worcester,Primary,Regular school,No,42,37,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,237,132,18.714693,1.795712,58,20.148022,64
2017,2.51E+11,Francis M Leahy,MA,Lawrence,Primary,Regular school,No,30,15,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,518,359,23.46454,2.080599,72,28.883945,85
2017,2.51E+11,Francis T Bresnahan Elementary,MA,Newburyport,Primary,Regular school,No,67,67,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,615,62,5.464575,1.778297,13,12.070402,40
2017,2.51E+11,Francis W Parker,MA,Quincy,Primary,Regular school,No,57,52,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,313,141,14.998158,1.622692,46,17.75836,57
2017,2.50E+11,Francis W. Parker Charter Essential School,MA,Francis W. Parker Charter Essential (District),High,Regular school,Yes,74,70,School is not eligible for either Title I Targeted Assistance or Schoolwide program,396,25,2.796469,2.571132,5,12.685598,42
2017,2.50E+11,Francis Wyman Elementary,MA,Burlington,Primary,Regular school,No,61,61,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,539,64,3.419504,1.524767,6,4.879724,15
2017,2.51E+11,Frank H Freedman,MA,Springfield,Primary,Regular school,No,27,22,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,352,271,26.146332,2.263863,80,36.33753,95
2017,2.50E+11,Frank M Sokolowski Elementary,MA,Chelsea,Primary,Regular school,No,31,31,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,568,400,23.854586,2.106406,73,29.662037,86
2017,2.51E+11,Franklin Ave,MA,Westfield,Primary,Regular school,No,52,52,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,248,164,22.356037,2.009029,69,24.667154,75
2017,2.51E+11,Franklin County Technical,MA,Franklin County Regional Vocational Technical,High,Vocational school,No,87,77,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,487,180,11.650792,1.480776,34,12.349951,41
2017,2.50E+11,Franklin D Roosevelt,MA,Boston,Primary,Regular school,No,35,31,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,453,213,20.054844,1.541656,62,24.962101,76
2017,2.51E+11,Franklin Early Childhood Development Center,MA,Franklin,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,,16,,,,,
2017,2.51E+11,Franklin High,MA,Franklin,High,Regular school,No,99.5,89,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1787,124,1.172306,1.48404,2,1.019117,3
2017,2.51E+11,Franklin,MA,North Andover,Primary,Regular school,No,71,69,School is not eligible for either Title I Targeted Assistance or Schoolwide program,452,36,2.055074,1.562563,3,2.517446,7
2017,2.51E+11,Franklin,MA,Newton,Primary,Regular school,No,72,70,School is not eligible for either Title I Targeted Assistance or Schoolwide program,434,32,1.848684,1.569096,3,0.948962,3
2017,2.51E+11,Frederick C Murphy,MA,Weymouth,Primary,Regular school,No,62,37,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,246,70,9.206878,1.479384,26,9.088117,30
2017,2.50E+11,Frederick Douglass Academy,MA,Brockton,Secondary,Regular school,No,10,10,School is not eligible for either Title I Targeted Assistance or Schoolwide program,34,24,25.085321,2.223884,77,20.98059,66
2017,2.51E+11,Frederick Harris,MA,Springfield,Primary,Regular school,No,34,40,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,634,456,27.049456,1.941165,82,37.240646,96
2017,2.50E+11,Frederick J Dutile,MA,Billerica,Primary,Regular school,No,67,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,273,42,4.64486,1.499204,10,4.46209,13
2017,2.50E+11,Frederick W. Hartnett Middle School,MA,Blackstone-Millville,Middle,Regular school,No,44,41,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,426,75,6.592958,1.463195,16,4.784214,15
2017,2.51E+11,Freeman-Kennedy School,MA,Norfolk,Primary,Regular school,No,66,73,School is not eligible for either Title I Targeted Assistance or Schoolwide program,489,26,0,1.698968,1,1.648834,5
2017,2.51E+11,Freetown Elementary School,MA,Freetown-Lakeville,Primary,Regular school,No,62,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,412,93,9.824452,1.622969,28,9.721776,32
2017,2.51E+11,Freetown-Lakeville Middle School,MA,Freetown-Lakeville,Middle,Regular school,No,52,54,School is not eligible for either Title I Targeted Assistance or Schoolwide program,752,131,6.52824,1.463396,16,6.425564,21
2017,2.51E+11,Frontier Regional,MA,Frontier,High,Regular school,No,56,61,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,623,126,8.302745,1.318355,22,5.3,16
2017,2.51E+11,Frost Middle School,MA,Lawrence,Middle,Regular school,No,38,42,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,507,275,19.379564,1.856921,60,24.79897,76
2017,2.51E+11,Full Circle High School,MA,Somerville,High,Other/alternative school,No,24.5,10,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,52,39,24.92744,2.216535,76,23.608421,73
2017,2.51E+11,Fuller Meadow,MA,Middleton,Primary,Regular school,No,,,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,228,23,0.466134,1.677102,1,4.011435,12
2017,2.50E+11,Fuller Middle,MA,Framingham,Middle,Regular school,No,31,19,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,501,231,16.540977,1.706837,51,18.886467,61
2017,2.51E+11,Furnace Brook Middle,MA,Marshfield,Middle,Regular school,No,63,64,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,970,116,4.622046,1.480355,10,5.833657,18
2017,2.51E+11,Galvin Middle School,MA,Wakefield,Middle,Regular school,No,50,49,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,1044,140,5.128553,1.473785,12,3.420763,10
2017,2.51E+11,Gardner Academy for Learning and Technology,MA,Gardner,High,Other/alternative school,No,49.5,30,School is not eligible for either Title I Targeted Assistance or Schoolwide program,73,47,21.222013,1.961255,66,21.59835,68
2017,2.51E+11,Gardner High,MA,Gardner,High,Regular school,No,48,34,School is not eligible for either Title I Targeted Assistance or Schoolwide program,690,293,15.26912,1.648921,46,15.645458,51
2017,2.51E+11,Gardner Middle School,MA,Gardner,Middle,Regular school,No,25,28,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,543,284,18.702938,1.818787,58,19.079277,61
2017,2.50E+11,Gardner Pilot Academy,MA,Boston,Primary,Regular school,No,23,25,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,401,234,24.010803,1.68554,74,28.91806,85
2017,2.51E+11,Gardner,MA,Swansea,Primary,Regular school,No,,,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,261,55,6.63019,1.475669,17,8.517097,28
2017,2.51E+11,Garfield Elementary School,MA,Revere,Primary,Regular school,No,38,42,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,768,428,21.39692,1.682023,66,26.715506,80
2017,2.51E+11,Garfield Middle School,MA,Revere,Middle,Regular school,No,39,40,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,538,258,17.185846,1.738547,53,22.504435,70
2017,2.51E+11,Gates Lane,MA,Worcester,Primary,Regular school,No,29,28,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,569,350,23.41508,1.760931,72,24.848408,76
2017,2.51E+11,Gates Middle School,MA,Scituate,Middle,Regular school,No,66,59,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,721,71,3.885135,1.492524,8,3.899277,11
2017,2.51E+11,Gateway Regional High,MA,Gateway,High,Regular school,No,84.5,74.5,School is not eligible for either Title I Targeted Assistance or Schoolwide program,215,63,8.977711,1.419293,25,6.820045,22
2017,2.51E+11,Gateway Regional Middle School,MA,Gateway,Middle,Regular school,No,42,37,School is not eligible for either Title I Targeted Assistance or Schoolwide program,198,58,10.672139,1.500073,31,8.514474,28
2017,2.51E+11,Gateway to College at Holyoke Community College,MA,Springfield,High,Regular school,No,Suppressed data,Suppressed data,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,26,19,24.256233,2.168454,75,32.7695,91
2017,2.51E+11,Gateway to College at Springfield Technical Community Colleg,MA,Springfield,High,Other/alternative school,No,75,24.5,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,45,37,27.448189,2.403027,83,37.639385,96
2017,2.51E+11,Gateway to College,MA,Uxbridge,High,Other/alternative school,No,Suppressed data,Suppressed data,School is not eligible for either Title I Targeted Assistance or Schoolwide program,46,14,9.372969,1.425818,26,12.244873,40
